customer_id,car_id,nama_pemilik,no_telepon,nopol,model,bahan_bakar,penggerak,jenis_oli,last_oil_date,km_saat_servis,days_since_last_oil,estimated_current_km,estimated_km_since_oil,interval_oli_km,predicted_interval_days,progress_day_model,progress_km_rule,prob_due_14d_conditional,priority_score,alert_tier,status_rekomendasi,wa_message,visit_id,tanggal,next_best_offer
CUST0301,CAR0301,Erlina Pratama,085180875514,BK 5344 EL,Avanza,Bensin,RWD,Semi-Sintetik,2026-03-08,125492,100,132529.0,7037.0,7000,78.19049084929897,1.2789278966509592,1.0052857142857143,0.7046330373768472,0.7756923272356884,High Priority,Sudah melewati model due date,"Halo Erlina Pratama, kendaraan Toyota Avanza BK 5344 EL sudah mencapai 101% dari interval ideal ganti oli dan estimasi 70% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V003313,2026-03-08,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0034,CAR0034,Fahmi Rahman,081263715996,BK 5282 KR,Hilux,Diesel,4x4,Full-Sintetik,2026-04-01,169642,76,175834.0,6192.0,6000,62.055042375624474,1.224719170119416,1.032,0.7756305930244555,0.7718082846641209,High Priority,Sudah melewati model due date,"Halo Fahmi Rahman, kendaraan Toyota Hilux BK 5282 KR sudah mencapai 103% dari interval ideal ganti oli dan estimasi 78% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V000358,2026-04-01,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0209,CAR0209,Lestari Pulungan,085273427877,BK 2383 UJ,Avanza,Bensin,FWD,Semi-Sintetik,2026-04-21,192436,56,199480.0,7044.0,7000,46.91831605698179,1.1935637232160805,1.0062857142857142,0.8619049444952335,0.7681829163773242,High Priority,Sudah melewati model due date,"Halo Lestari Pulungan, kendaraan Toyota Avanza BK 2383 UJ sudah mencapai 101% dari interval ideal ganti oli dan estimasi 86% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V002353,2026-04-21,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0436,CAR0436,Agus Effendi,085169029727,BK 7317 LX,Avanza,Bensin,FWD,Semi-Sintetik,2026-03-16,132272,92,139299.0,7027.0,7000,74.59052775360264,1.2334005774018202,1.0038571428571428,0.7086799630228872,0.7593203014055291,High Priority,Sudah melewati model due date,"Halo Agus Effendi, kendaraan Toyota Avanza BK 7317 LX sudah mencapai 100% dari interval ideal ganti oli dan estimasi 71% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004981,2026-03-16,"Filter Udara (conf 80%, lift 1.18, avg Rp190,014); Tune Up / Servis Berkala (conf 21%, lift 1.18, avg Rp532,492); Oli Gardan/Transfer (conf 4%, lift 1.18, avg Rp351,716)"
CUST0477,CAR0477,Eko Batubara,089660667418,BK 5694 PJ,Avanza,Bensin,RWD,Semi-Sintetik,2026-02-25,107969,111,114854.0,6885.0,7000,88.11508099003899,1.2597162568862423,0.9835714285714285,0.6522173045075473,0.7564428422487067,High Priority,Sudah melewati model due date,"Halo Eko Batubara, kendaraan Toyota Avanza BK 5694 PJ sudah mencapai 98% dari interval ideal ganti oli dan estimasi 65% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V005466,2026-02-25,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0118,CAR0118,Maya Pratama,085184323854,BK 7674 TF,Avanza,Bensin,FWD,Full-Sintetik,2026-02-16,138762,120,148533.0,9771.0,9500,96.55903991365516,1.2427629780423064,1.0285263157894737,0.6106272737459898,0.7529791128353055,High Priority,Sudah melewati model due date,"Halo Maya Pratama, kendaraan Toyota Avanza BK 7674 TF sudah mencapai 103% dari interval ideal ganti oli dan estimasi 61% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V001279,2026-02-16,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0191,CAR0191,Togar Panjaitan,085333165735,BK 5258 SJ,Innova Reborn,Diesel,RWD,Full-Sintetik,2025-11-13,68365,215,75468.0,7103.0,6000,175.43907927647578,1.2254966275853503,1.1838333333333333,0.3897184122387635,0.744573191950443,Warm Reminder,Sudah melewati model due date,"Halo Togar Panjaitan, kendaraan Toyota Innova Reborn BK 5258 SJ sudah mencapai 118% dari interval ideal ganti oli dan estimasi 39% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V002169,2025-11-13,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0199,CAR0199,Hendra Tanaka,089656835557,BK 5690 TF,Rush,Bensin,RWD,Semi-Sintetik,2025-09-20,88960,269,97286.0,8326.0,7000,217.1488101565738,1.238781828028619,1.1894285714285715,0.33071023974466507,0.7417122538579076,Warm Reminder,Sudah melewati model due date,"Halo Hendra Tanaka, kendaraan Toyota Rush BK 5690 TF sudah mencapai 119% dari interval ideal ganti oli dan estimasi 33% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V002237,2025-09-20,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0267,CAR0267,Indra Pasaribu,083876857937,BK 2474 AJ,Innova Reborn,Diesel,RWD,Full-Sintetik,2026-02-08,80467,128,87402.0,6935.0,6000,110.40948285698357,1.15932070948835,1.1558333333333333,0.5253052306681296,0.7350467114126145,Warm Reminder,Sudah melewati model due date,"Halo Indra Pasaribu, kendaraan Toyota Innova Reborn BK 2474 AJ sudah mencapai 116% dari interval ideal ganti oli dan estimasi 53% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V002955,2026-02-08,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0086,CAR0086,Edy Marpaung,085356521944,BK 5057 FE,Fortuner,Diesel,4x4,Full-Sintetik,2025-11-01,96515,227,103566.0,7051.0,6000,187.96976619506037,1.2076410190585496,1.1751666666666667,0.3625195476875196,0.732212972474596,Warm Reminder,Sudah melewati model due date,"Halo Edy Marpaung, kendaraan Toyota Fortuner BK 5057 FE sudah mencapai 118% dari interval ideal ganti oli dan estimasi 36% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V001003,2025-11-01,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0259,CAR0259,Hendra Lubis,082197502526,BK 7764 PX,Avanza,Bensin,FWD,Semi-Sintetik,2025-11-17,80104,211,86712.0,6608.0,7000,162.21372387966807,1.30075307411426,0.944,0.4383795476681683,0.7314997259921207,Warm Reminder,Sudah melewati model due date,"Halo Hendra Lubis, kendaraan Toyota Avanza BK 7764 PX sudah mencapai 94% dari interval ideal ganti oli dan estimasi 44% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V002870,2025-11-17,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0229,CAR0545,Frans Sitorus,085378671531,BK 6255 HK,Fortuner,Diesel,RWD,Full-Sintetik,2025-10-09,67470,250,74401.0,6931.0,6000,207.11102131995887,1.2070820683839099,1.1551666666666667,0.3341670057977025,0.7237551426104223,Warm Reminder,Sudah melewati model due date,"Halo Frans Sitorus, kendaraan Toyota Fortuner BK 6255 HK sudah mencapai 116% dari interval ideal ganti oli dan estimasi 33% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V006268,2025-10-09,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0390,CAR0390,Tiur Santoso,089625954781,BK 7346 RS,Avanza,Bensin,FWD,Semi-Sintetik,2025-12-07,61872,191,68370.0,6498.0,7000,149.34653788185295,1.2789047721420823,0.9282857142857143,0.4601659680190355,0.7236137878454285,Warm Reminder,Sudah melewati model due date,"Halo Tiur Santoso, kendaraan Toyota Avanza BK 7346 RS sudah mencapai 93% dari interval ideal ganti oli dan estimasi 46% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004427,2025-12-07,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0288,CAR0604,Togar Effendi,083830939735,BK 2558 PU,Avanza,Bensin,RWD,Semi-Sintetik,2026-03-25,137627,83,144257.0,6630.0,7000,73.01967512875964,1.1366799407644788,0.9471428571428572,0.6795860422211027,0.7081491227087124,Warm Reminder,Sudah melewati model due date,"Halo Togar Effendi, kendaraan Toyota Avanza BK 2558 PU sudah mencapai 95% dari interval ideal ganti oli dan estimasi 68% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V006919,2026-03-25,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0102,CAR0102,Siti Rangkuti,082250464783,BK 5186 MY,Avanza,Bensin,RWD,Semi-Sintetik,2025-10-27,97848,232,105724.0,7876.0,7000,199.14582411824813,1.1649754697454455,1.1251428571428572,0.33061919406722284,0.7017791227786516,Warm Reminder,Sudah melewati model due date,"Halo Siti Rangkuti, kendaraan Toyota Avanza BK 5186 MY sudah mencapai 113% dari interval ideal ganti oli dan estimasi 33% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V001135,2025-10-27,"Filter Oli (conf 85%, lift 1.18, avg Rp90,360); Filter Udara (conf 80%, lift 1.18, avg Rp190,014); Tune Up / Servis Berkala (conf 21%, lift 1.18, avg Rp532,492)"
CUST0273,CAR0570,Gunawan Rahman,081378045428,BK 3873 WE,Avanza,Bensin,RWD,Semi-Sintetik,2025-12-19,87900,179,95782.0,7882.0,7000,157.11209125149222,1.1393139673347699,1.126,0.39169938383868586,0.7017033622652185,Warm Reminder,Sudah melewati model due date,"Halo Gunawan Rahman, kendaraan Toyota Avanza BK 3873 WE sudah mencapai 113% dari interval ideal ganti oli dan estimasi 39% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V006584,2025-12-19,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0194,CAR0194,Dimas Purba,085194253976,BK 4948 KR,Avanza,Bensin,RWD,Semi-Sintetik,2025-11-26,88652,202,96499.0,7847.0,7000,175.5936427466104,1.1503833330201776,1.121,0.3616942230494284,0.7002613555648127,Warm Reminder,Sudah melewati model due date,"Halo Dimas Purba, kendaraan Toyota Avanza BK 4948 KR sudah mencapai 112% dari interval ideal ganti oli dan estimasi 36% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V002199,2025-11-26,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0380,CAR0380,Hendra Maulana,081235828524,BK 2534 RN,Yaris,Bensin,FWD,Full-Sintetik,2025-09-12,55498,277,66215.0,10717.0,9500,238.0270889383683,1.163733091201745,1.1281052631578947,0.2829782393337734,0.6947699219722847,Warm Reminder,Sudah melewati model due date,"Halo Hendra Maulana, kendaraan Toyota Yaris BK 2534 RN sudah mencapai 113% dari interval ideal ganti oli dan estimasi 28% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V007327,2025-10-29,"Tune Up / Servis Berkala (conf 19%, lift 1.08, avg Rp532,492)"
CUST0450,CAR0450,Dimas Nugroho,082155383428,BK 7632 LC,Vios,Bensin,FWD,Full-Sintetik,2026-03-10,167055,98,175965.0,8910.0,9500,86.73693542821177,1.129853153286816,0.9378947368421052,0.606435639006667,0.6928237827579202,Warm Reminder,Sudah melewati model due date,"Halo Dimas Nugroho, kendaraan Toyota Vios BK 7632 LC sudah mencapai 94% dari interval ideal ganti oli dan estimasi 61% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V005140,2026-03-10,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0073,CAR0073,Ayu Setiawan,081138453216,BK 6165 BD,Veloz,Bensin,FWD,Full-Sintetik,2026-02-19,94513,117,103457.0,8944.0,9500,102.03742120414385,1.1466381511731942,0.9414736842105264,0.5498721419390331,0.6912095468964649,Warm Reminder,Sudah melewati model due date,"Halo Ayu Setiawan, kendaraan Toyota Veloz BK 6165 BD sudah mencapai 94% dari interval ideal ganti oli dan estimasi 55% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V000805,2026-02-19,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0070,CAR0070,Gunawan Manurung,085292225267,BK 4555 KV,Avanza,Bensin,FWD,Full-Sintetik,2025-10-20,73199,239,81853.0,8654.0,9500,194.11216450176065,1.231246895904003,0.9109473684210526,0.360663455770996,0.6877461872146611,Warm Reminder,Sudah melewati model due date,"Halo Gunawan Manurung, kendaraan Toyota Avanza BK 4555 KV sudah mencapai 91% dari interval ideal ganti oli dan estimasi 36% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V000766,2025-10-20,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Filter Oli (conf 85%, lift 1.18, avg Rp90,360)"
CUST0339,CAR0339,Wati Nugroho,082152443160,BK 6484 FD,Innova Reborn,Diesel,RWD,Full-Sintetik,2025-12-11,63974,187,70521.0,6547.0,6000,165.96492257868258,1.1267441161330032,1.0911666666666666,0.36888718062342013,0.6867059196756142,Warm Reminder,Sudah melewati model due date,"Halo Wati Nugroho, kendaraan Toyota Innova Reborn BK 6484 FD sudah mencapai 109% dari interval ideal ganti oli dan estimasi 37% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V003774,2025-12-11,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0017,CAR0017,Rina Ginting,082328217493,BK 8193 WZ,Rush,Bensin,RWD,Semi-Sintetik,2025-11-11,74369,217,80626.0,6257.0,7000,179.0218251569576,1.2121427083527105,0.8938571428571429,0.3788918816158382,0.6800575372097981,Warm Reminder,Sudah melewati model due date,"Halo Rina Ginting, kendaraan Toyota Rush BK 8193 WZ sudah mencapai 89% dari interval ideal ganti oli dan estimasi 38% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V000192,2025-11-11,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0401,CAR0401,Wahyu Hutapea,082176668585,BK 4571 UT,Calya,Bensin,FWD,Mineral,2026-05-08,178405,39,182331.0,3926.0,4500,38.359922792162415,1.0166860921828644,0.8724444444444445,0.8714683557381258,0.677994042716658,Warm Reminder,Sudah melewati model due date,"Halo Wahyu Hutapea, kendaraan Toyota Calya BK 4571 UT sudah mencapai 87% dari interval ideal ganti oli dan estimasi 87% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004563,2026-05-08,"Filter Oli (conf 85%, lift 1.18, avg Rp90,360); Filter Udara (conf 80%, lift 1.18, avg Rp190,014); Tune Up / Servis Berkala (conf 21%, lift 1.18, avg Rp532,492)"
CUST0203,CAR0203,Reza Siregar,082158104323,BK 9883 MR,Rush,Bensin,RWD,Semi-Sintetik,2025-09-05,35551,284,43136.0,7585.0,7000,249.4040227495323,1.1387145919663502,1.0835714285714286,0.26319310227089565,0.6737219347759151,Warm Reminder,Sudah melewati model due date,"Halo Reza Siregar, kendaraan Toyota Rush BK 9883 MR sudah mencapai 108% dari interval ideal ganti oli dan estimasi 26% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V002278,2025-09-05,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0360,CAR0360,Roni Marpaung,081115221441,BK 3344 MD,Raize,Bensin,FWD,Full-Sintetik,2025-07-30,48175,321,58523.0,10348.0,9500,280.9867340021816,1.1424026872297386,1.089263157894737,0.23764515220683977,0.6723803897275442,Warm Reminder,Sudah melewati model due date,"Halo Roni Marpaung, kendaraan Toyota Raize BK 3344 MD sudah mencapai 109% dari interval ideal ganti oli dan estimasi 24% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004046,2025-07-30,"Filter Udara (conf 80%, lift 1.18, avg Rp190,014); Tune Up / Servis Berkala (conf 21%, lift 1.18, avg Rp532,492); Wiper (conf 10%, lift 1.18, avg Rp149,851)"
CUST0460,CAR0460,Nurul Hutabarat,089621204840,BK 2895 HG,Innova Reborn,Diesel,RWD,Full-Sintetik,2026-04-27,207077,50,212308.0,5231.0,6000,48.75554609974501,1.025524355684768,0.8718333333333333,0.7884295364313995,0.6686566942157915,Warm Reminder,Sudah melewati model due date,"Halo Nurul Hutabarat, kendaraan Toyota Innova Reborn BK 2895 HG sudah mencapai 87% dari interval ideal ganti oli dan estimasi 79% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V005289,2026-04-27,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
